"","Time","Time.Code","Country.Name","Country.Code","EG.CFT.ACCS.ZS","EN.ATM.CO2E.KD.GD","SL.AGR.EMPL.ZS","SL.AGR.EMPL.FE.ZS","SL.AGR.EMPL.MA.ZS","SL.SRV.EMPL.ZS","SL.SRV.EMPL.FE.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.MKTP.PP.CD","NY.GNP.PCAP.KD","NY.GNP.MKTP.PC.CD","NY.GNP.PCAP.PP.CD","NY.GNP.MKTP.PP.CD","IT.NET.USER.ZS","NV.IND.MANF.ZS","NV.IND.MANF.CD","SH.ANM.ALLW.ZS","SP.URB.TOTL","Happiness_score"
"48",2015,"YR2015","Denmark","DNK",100,0.111010867,2.49000001,1,3.809999943,78.08000183,89.37999725,3.01e+11,2.79e+11,54889.61421,54889.61421,50550,2.87e+11,96.33050162,12.40344481,37541887296,11.6,4974525,7.527
"57",2015,"YR2015","El Salvador","SLV",85.5,0.298657237,18.11000061,3.890000105,28.45999908,59.70999908,76.61000061,51507524366,48056303343,3532.9585,3532.9585,7240,45817642300,26.80260496,16.38749326,3840940000,9.9,4408609,6.13
"137",2015,"YR2015","Morocco","MAR",97.7,0.624136388,36.68999863,56.88000107,30.05999947,41.04999924,30.60000038,2.51e+11,2.47e+11,2820.267334,2820.267334,6890,2.42e+11,57.07999935,16.13695025,16327335293,29.5,21078593,5.013
"2",2015,"YR2015","Albania","ALB",76.2,0.445250586,41.27999878,47.68000031,36.74000168,40.04999924,38.29000092,34218299364,33585844100,3999.651604,3999.651604,11800,33983907351,56.9,5.671519417,645807416.1,22.9,1654503,4.959
"114",2015,"YR2015","Lesotho","LSO",36.5,0.945011438,46.68999863,43.18000031,49.27999878,39.59000015,44.59000015,5562257316,6336395992,1281.736787,1281.736787,3440,7086503863,25,15.13259694,357092939,27.5,554039,4.898
"118",2015,"YR2015","Low income","LIC",13.03512595,0.354141414,61.31999582,65.57133523,57.99594394,28.30189896,27.54258065,1.16e+12,1.08e+12,771.8377164,771.8377164,1770.966546,1.06e+12,9.147539109,8.233525825,39109062430,38.06239701,190282323,NA
"182",2015,"YR2015","Spain","ESP",100,0.214438848,4.119999886,2.109999895,5.789999962,75.97000122,89.20999908,1.74e+12,1.62e+12,25736.58774,25736.58774,34900,1.62e+12,78.68963187,11.30040182,1.35e+11,12.4,36971015,6.329
"131",2015,"YR2015","Middle East & North Africa (excluding high income)","MNA",95.35952734,1.010746525,21.21795582,29.08648573,19.47272071,52.40324489,55.7813095,3.76e+12,3.84e+12,3889.382862,3889.382862,10429.84904,3.8e+12,39.43255291,13.47604941,1.93e+11,30.66468202,220575123,NA
"59",2015,"YR2015","Estonia","EST",100,0.671719988,3.900000095,2.50999999,5.230000019,65.44000244,80.02999878,40828660880,38378217196,17019.89115,17019.89115,28540,37535436586,88.4097035,13.90593117,3183173621,21.2,899949,5.429
"56",2015,"YR2015","Egypt, Arab Rep.","EGY",99.8,0.686013749,25.81999969,40.20000076,22.17000008,49.09999847,54.16999817,9.77e+11,1.06e+12,3501.263004,3501.263004,11310,1.05e+12,37.81938343,16.6974467,54995808625,29.7,39551545,NA
"158",2015,"YR2015","Philippines","PHL",42.2,0.370929782,29.19000053,18.95999908,35.91999817,54.61999893,71.04000092,7.45e+11,7.34e+11,3344.005534,3344.005534,8010,8.18e+11,36.9,19.92802237,61068655470,14.5,47262076,5.073
"146",2015,"YR2015","Nigeria","NGA",5.4,0.222163656,36.93999863,26.46999931,45.38999939,51.11999893,60.99000168,9.99e+11,9.83e+11,2616.772702,2616.772702,5280,9.57e+11,24.5,9.428437322,45897943560,54.9,86652535,5.268
"1",2015,"YR2015","Afghanistan","AFG",27.4,0.401364107,47.06999969,68.59999847,42.29999924,35.75999832,9.529999733,71176481723,71831696728,561.0336868,561.0336868,2110,72481076026,8.26,11.420006,2185128132,39.4,8535606,3.575
"211",2015,"YR2015","Vanuatu","VUT",9.5,0.191552381,60.61999893,61.63999939,59.81999969,28.46999931,29.53000069,790432247.5,768013173.8,2744.19745,2744.19745,2880,781840052.7,22.35140458,2.834653577,20717649.09,25.2,67676,NA
"121",2015,"YR2015","Madagascar","MDG",0.9,0.293207898,66.48999786,62.95000076,69.87000275,25.15999985,28.57999992,37484480464,37486176943,451.8060014,451.8060014,1500,36248277778,4.17397219,8.483884747,960632036.9,37.4,8528700,3.681
"172",2015,"YR2015","Sierra Leone","SLE",0.5,0.222816195,58.06000137,55.75999832,60.34999847,35.74000168,42.75,11071362577,11379594528,580.3272191,580.3272191,1570,11226733104,6.344421603,1.768628824,74613566.47,47.8,2928219,4.507
"108",2015,"YR2015","Latin America & Caribbean","LCN",87.36040932,0.331935574,13.87543152,7.197089866,18.4359811,64.5908363,80.58829695,9.9e+12,9.35e+12,8368.056393,8368.056393,14604.06935,9.09e+12,54.39036682,16.01606985,8.6e+11,17.32354586,497108429,NA
"113",2015,"YR2015","Lebanon","LBN",NA,0.541656761,12.81000042,12.09000015,13.02999973,61.86999893,74.08000183,1.06e+11,98413136247,7565.166595,7565.166595,14910,97410823179,74,8.048539305,4018582381,26.7,5755684,4.839
"111",2015,"YR2015","Latvia","LVA",100,0.268725882,7.940000057,5.039999962,10.86999989,68.41999817,82.23000336,52658495004,49384358752,13721.77883,13721.77883,24860,49152676312,79.20058292,10.46795056,2853886838,21.2,1344323,5.098
"183",2015,"YR2015","Sri Lanka","LKA",25.75,0.252592671,28.65999985,32.33000183,26.84000015,45.56999969,42.22999954,2.49e+11,2.42e+11,3747.343914,3747.343914,11270,2.36e+11,12.1,16.26195112,13107796200,33.8,3828283,4.271
"102",2015,"YR2015","Kenya","KEN",11.6,0.266998917,57.25999832,62.91999817,51.93999863,36.65000153,35.45000076,1.95e+11,1.76e+11,1319.910155,1319.910155,3320,1.59e+11,16.58785485,9.975179818,6994637319,28.1,12284624,4.419
"5",2015,"YR2015","Arab World","ARB",86.47859724,0.74662912,20.82906768,29.5098607,18.81725761,54.57683883,60.18874696,5.64e+12,5.67e+12,6376.048359,6376.048359,14333.54847,5.68e+12,41.86635892,11.59538299,2.92e+11,32.87810691,229821029,NA
"155",2015,"YR2015","Papua New Guinea","PNG",8.7,0.295992394,59.79999924,64.26999664,55.5,29.07999992,31.79000092,33106121770,32167131001,2630.547966,2630.547966,3900,31581274961,7.9,1.77710948,386050931.9,33.6,1054983,NA
"198",2015,"YR2015","Tonga","TON",72.1,0.25171266,22.73999977,2,35.86000061,47.56999969,50.56000137,599009352.1,582019616.6,4381.042219,4381.042219,5830,588033122.3,38.65127243,6.026708221,26337090.22,27.6,23457,NA
"71",2015,"YR2015","Gambia, The","GMB",2,0.384566025,29.38999939,36.29000092,24.35000038,55.11999893,59.43000031,4294072681,4311179262,644.8787879,644.8787879,2020,4207793059,18.2,6.349254347,87503954.72,53.9,1235413,NA
"173",2015,"YR2015","Singapore","SGP",100,0.147725284,0.079999998,0.029999999,0.109999999,82.52999878,87.75,4.94e+11,4.81e+11,51849.69106,51849.69106,81040,4.49e+11,83.2,18.08932985,55715885947,11.9,5535002,6.798
"128",2015,"YR2015","Mauritius","MUS",97.2,0.338684808,6.909999847,5.190000057,7.949999809,66.98999786,76.97000122,25122651923,24279686437,10045.98341,10045.98341,20860,26339259783,50.13931848,13.03657296,1524273534,20.7,517668,5.477
"6",2015,"YR2015","Argentina","ARG",99.7,0.312888144,0.25999999,0.07,0.389999986,76.08000183,91.26999664,1.03e+12,8.67e+11,13530.92628,13530.92628,19730,8.51e+11,68.04306411,14.18158545,84344878154,12.1,39467043,6.574
"163",2015,"YR2015","Qatar","QAT",100,0.515086082,1.230000019,0.01,1.419999957,44.63000107,94.08000183,2.46e+11,2.39e+11,61649.4827,61649.4827,90920,2.33e+11,92.88482645,8.91552531,14419966676,27.2,2538640,6.611
"132",2015,"YR2015","Middle East & North Africa (IDA & IBRD)","TMN",95.35952734,1.014304115,21.33197802,29.21763495,19.58158803,52.31057084,55.62156474,3.73e+12,3.81e+12,3891.949469,3891.949469,10475.19712,3.77e+12,39.21118302,13.51710698,1.92e+11,30.66468202,217356840,NA
"216",2015,"YR2015","Zimbabwe","ZWE",29.5,0.621145373,67.05999756,71.29000092,62.72000122,25.72999954,26.55999947,32602864363,37016438435,1418.56751,1418.56751,2630,36337566841,22.7428181,11.88859922,2373335400,29.1,4473872,4.61
"20",2015,"YR2015","Bolivia","BOL",82.7,0.618481133,27.85000038,28.29999924,27.54000092,49.61999893,60.72000122,86788418430,77543289209,2932.280254,2932.280254,6890,74894854629,37.49,10.19119085,3363113184,26.7,7434136,5.89
"32",2015,"YR2015","Caribbean small states","CSS",89.30142698,0.539941284,11.85866003,5.081137162,16.78785764,68.33651054,86.89339078,1.18e+11,1.1e+11,9901.289771,9901.289771,14894.07205,1.08e+11,49.96500365,9.290997847,6832136185,19.89047265,3667763,NA
"166",2015,"YR2015","Rwanda","RWA",0.6,0.108911433,66.94999695,76.68000031,56.63000107,24.93000031,20.64999962,21477963189,20516952003,736.8310425,736.8310425,1770,20126901465,18,6.828342785,583101204.7,17.8,1933196,3.465
"68",2015,"YR2015","Finland","FIN",100,0.182647949,4.21999979,2.200000048,6.139999866,74.06999969,89.06999969,2.47e+11,2.33e+11,43222.87066,43222.87066,42920,2.35e+11,86.42213333,14.68458027,34440389638,10,4669930,7.406
"161",2015,"YR2015","Post-demographic dividend","PST",99.45305478,0.247927326,3.344531864,2.428396886,4.110310657,74.40657628,86.61527635,5.04e+13,4.85e+13,41212.32395,41212.32395,44782.72906,4.91e+13,78.71125146,13.51354613,6.03e+12,12.48161576,885744062,NA
"50",2015,"YR2015","Dominican Republic","DOM",89,0.329516723,9.720000267,1.470000029,14.72000027,71.91999817,89.66000366,1.58e+11,1.52e+11,6635.925105,6635.925105,14130,1.45e+11,54.21576634,14.7024479,10462971356,27.3,8077901,4.885
"51",2015,"YR2015","Early-demographic dividend","EAR",55.16121523,0.683075958,37.53057818,41.60197057,35.8782116,40.2245748,43.97432952,2.64e+13,2.6e+13,3212.865752,3212.865752,8256.985048,2.58e+13,24.47004385,16.8480135,1.71e+12,38.82854408,1371521458,NA
"191",2015,"YR2015","Sweden","SWE",100,0.077607813,2.039999962,1.019999981,2.970000029,79.68000031,92.06999969,4.99e+11,4.81e+11,51956.94299,51956.94299,49500,4.85e+11,90.61019664,13.60516563,68720206042,12.2,8481489,7.364
"210",2015,"YR2015","Uzbekistan","UZB",85.35,1.240479079,27.57999992,25.97999954,28.70000076,49.52000046,60.41999817,2e+11,2.09e+11,2799.552487,2799.552487,6790,2.13e+11,42.8,12.80946893,11041283812,26.3,15884192,6.003
"203",2015,"YR2015","Uganda","UGA",0.7,0.150706476,72.26000214,77.26999664,67.48999786,20.94000053,19.23999977,79034506631,81372227473,830.83942,830.83942,2090,79794449796,5.7,16.77956087,5434427228,31.5,8432534,3.931
"13",2015,"YR2015","Bangladesh","BGD",18.3,0.367492749,43.45999908,64.01000214,35.72999954,36.58000183,20.61000061,6.85e+11,5.56e+11,1329.499699,1329.499699,3790,5.92e+11,12.9,16.78867356,32751122557,35.9,53608407,4.694
"207",2015,"YR2015","United States","USA",100,0.273204731,1.440000057,0.75999999,2.019999981,78.69999695,90.41000366,1.87e+13,1.82e+13,58180.98313,58180.98313,58180,1.87e+13,74.55420245,11.66231343,2.12e+12,10.7,261950744,7.119
"138",2015,"YR2015","Mozambique","MOZ",3.9,0.353583534,72.12000275,82.09999847,61.25999832,20.13999939,15.32999992,34143585464,34918471458,578.7606477,578.7606477,1270,34261446172,6.5,8.192260008,1306745701,48.3,9302448,4.971
"84",2015,"YR2015","Hungary","HUN",100,0.346833881,4.900000095,2.650000095,6.800000191,64.76999664,78.41999817,2.71e+11,2.64e+11,12111.99312,12111.99312,25520,2.51e+11,72.83473703,20.20944888,25304316540,19.6,6939335,4.8
"201",2015,"YR2015","Turkey","TUR",94.9,0.406783777,20.40999985,31,15.67000008,52.36999893,52.75,2.04e+12,2.02e+12,10882.96232,10882.96232,25460,2e+12,53.74497914,16.69618545,1.44e+11,NA,57806286,5.332
"154",2015,"YR2015","Panama","PAN",87.5,0.197811868,14.67000008,7.849999905,19.01000023,66.61000061,82.61000061,1.13e+11,1e+11,12760.72607,12760.72607,23700,94068775486,51.20542499,6.390812487,3456900000,21.3,2646824,6.786
"204",2015,"YR2015","Ukraine","UKR",94.9,2.096759181,15.26000023,13.13000011,17.20999908,60.04999924,73.01000214,4.81e+11,4.35e+11,2213.409912,2213.409912,10590,4.54e+11,48.88464368,11.90277912,10835214034,15.5,31183829,4.681
"209",2015,"YR2015","Uruguay","URY",100,0.12369941,8.819999695,4.460000038,12.31000042,70.70999908,85.80000305,76517223784,68982579038,14896.30384,14896.30384,19290,65812871478,64.5707871,13.24266133,7054935684,13.8,3242948,6.485
"3",2015,"YR2015","Algeria","DZA",99.5,0.879447683,10.38000011,3.569999933,11.77999973,58.70000076,72.27999878,4.65e+11,4.77e+11,4069.350867,4069.350867,11700,4.65e+11,38.2,23.17309737,38462539998,32.8,28146508,5.605
"86",2015,"YR2015","Iceland","ISL",100,0.117598632,4.239999771,1.75,6.489999771,77.91999817,91.34999847,17249664317,16276450019,50009.22587,50009.22587,46470,15371988995,98.2,10.69687079,1873793376,9.6,309974,7.561
"140",2015,"YR2015","Namibia","NAM",44.3,0.37670334,24.47999954,23.78000069,25.11000061,58.52999878,70.16999817,24683395685,24615023881,4888.791824,4888.791824,10620,24575695883,25.68785182,11.41718482,1294158401,24.5,1085689,NA
"105",2015,"YR2015","Kyrgyz Republic","KGZ",76.3,1.537844525,29.30999947,31.95000076,27.52000046,49.79000092,57.27000046,28623744973,25107317901,1077.318461,1077.318461,4050,24127188672,30.24704278,14.0507757,938335859.4,34.8,2131200,NA
"69",2015,"YR2015","France","FRA",100,0.127355834,2.710000038,1.610000014,3.730000019,76.97000122,89,2.88e+12,2.72e+12,37444.47319,37444.47319,41730,2.78e+12,78.00603771,10.43366363,2.54e+11,9.4,53009026,6.575
"44",2015,"YR2015","Croatia","HRV",100,0.336794513,9.229999542,7.429999828,10.77000046,64.05999756,77.55000305,1.05e+11,97949323816,11984.90201,11984.90201,23400,98372238709,69.84503592,12.77565251,6408675210,20.5,2360534,5.759
"168",2015,"YR2015","Sao Tome and Principe","STP",2.1,0.379667451,21.23999977,10.25,26.51000023,60.52000046,86.33999634,756743083.8,765345672.3,1579.612143,1579.612143,3820,762852024.1,25.82,6.368955711,20130108.16,45,139954,NA
"181",2015,"YR2015","South Sudan","SSD",0,0.164196759,61.79000092,75.66999817,48.79000092,20.87999916,16.15999985,NA,13230895758,982.002556,982.002556,1080,11604302037,3,3.534277011,424035514.1,34.8,2020116,NA
"81",2015,"YR2015","Heavily indebted poor countries (HIPC)","HPC",11.82456629,0.28302649,59.35180629,60.56278115,58.34379722,29.98313932,31.80250504,1.75e+12,1.7e+12,944.0780349,944.0780349,2311.279226,1.66e+12,10.55795136,9.809811814,68035611350,38.50026646,248770232,NA
"46",2015,"YR2015","Cyprus","CYP",100,0.341692463,4,2.069999933,5.670000076,79.77999878,91.61000061,29204668535,26968662454,23255.2832,23255.2832,31610,26792329764,71.71574092,4.260192053,845324531.2,12.4,777234,5.689
"73",2015,"YR2015","Germany","DEU",100,0.221173382,1.389999986,0.959999979,1.779999971,70.91999817,85.19000244,4.18e+12,3.89e+12,42039.95018,42039.95018,48690,3.98e+12,87.58979935,20.34789735,6.83e+11,10.2,63062064,6.75
"31",2015,"YR2015","Canada","CAN",100,0.359008567,1.639999986,1.019999981,2.210000038,78.43000031,90.43000031,1.7e+12,1.59e+12,42928.25526,42928.25526,43990,1.57e+12,90,9.975422544,1.55e+11,9.3,29011826,7.427
"52",2015,"YR2015","East Asia & Pacific","EAS",67.7332809,0.64401446,28.08675591,25.50313761,30.07353634,45.39898441,52.33430672,3.44e+13,3.47e+13,9620.350416,9620.350416,15112.84714,3.46e+13,48.87998914,24.11496708,5.3e+12,18.34173788,1293210148,NA
"171",2015,"YR2015","Serbia","SRB",73,1.138794807,19.40999985,16.31999969,21.76000023,56.13000107,66.77999878,1.11e+11,1.06e+11,5328.790231,5328.790231,14230,1.01e+11,65.3170254,14.76792786,5856363396,22,3951845,5.123
"115",2015,"YR2015","Liberia","LBR",0.4,0.396600567,43.90999985,42.84000015,44.86999893,45.45000076,51.95000076,7292346348,5869634044,658.9724498,658.9724498,1200,5360350195,10,NA,NA,42.7,2228064,4.571
"188",2015,"YR2015","Sub-Saharan Africa (IDA & IBRD)","TSS",14.48827532,0.470666731,54.61649286,54.89636007,54.32748594,34.63278096,37.46078098,3.89e+12,3.76e+12,1641.762666,1641.762666,3665.620998,3.65e+12,16.12302633,10.01780173,1.69e+11,40.54366524,384158126,NA
"90",2015,"YR2015","IDA total","IDA",20.01219611,0.384191932,51.58796436,57.13406919,47.88844211,34.2686177,33.26997621,5.41e+12,5.21e+12,1322.801283,1322.801283,3372.944052,5.15e+12,14.24304495,10.97909456,2.25e+11,40.10024498,542031002,NA
"24",2015,"YR2015","Brunei Darussalam","BRN",100,0.462476207,0.74000001,0.460000008,0.949999988,81.33999634,89.12999725,26200774965,25948980973,32732.05461,32732.05461,65690,27254603848,71.2,14.5277354,1878493563,15.1,318086,NA
"7",2015,"YR2015","Armenia","ARM",97.8,0.506001055,35.33000183,40.08000183,31.22999954,48.75999832,52.38999939,33121226305,29166842741,3753.725424,3753.725424,10370,30350856298,59.10083377,9.206171059,971558318.6,17.1,1845589,4.35
"64",2015,"YR2015","Europe & Central Asia (excluding high income)","ECA",91.22159686,0.907327915,15.32983639,14.87424821,15.68742584,59.11252505,69.97299017,7.82e+12,7.51e+12,7328.220728,7328.220728,18882.19151,7.37e+12,58.85616389,13.92352503,4.07e+11,22.06394459,260707943,NA
"184",2015,"YR2015","St. Lucia","LCA",95.3,0.210167705,11.47000027,5.21999979,16.31999969,71.80999756,88.25,2518153307,2427466022,9239.865838,9239.865838,12410,2222142777,41.7,2.985581779,53981703.7,13.7,33166,NA
"156",2015,"YR2015","Paraguay","PRY",65.4,0.175911586,19.70000076,13.94999981,23.44000053,60.56000137,76.41000366,79115424976,76830436045,5213.473829,5213.473829,11060,73987816655,49.71630466,19.41648705,7030976493,22.4,4063413,5.878
"194",2015,"YR2015","Tanzania","TZA",2.9,0.246735873,67.48000336,70,65.16999817,26.22999954,26.93000031,1.18e+11,1.17e+11,929.9226074,929.9226074,2300,1.15e+11,10,7.855564961,3721856624,39.7,16277266,3.781
"40",2015,"YR2015","Congo, Dem. Rep.","COD",3.7,0.076217693,66.15000153,73.83000183,58.81999969,24.34000015,22.78000069,81218906049,69035657197,460.7120729,460.7120729,840,63954295208,3.799999507,17.1286573,6494793727,44.1,32586913,NA
